Ground Tracking ID Prefix	Express or Ground Tracking ID
	394164519306
	392938431464
	393975572696
	394078290893
	392685611260
	393360807500
	392938410308
	392685611752
	393721799626
	392685644331
	392120306629
	394154262443
	392381771551
	393188185395
	394166387340
	394122389002
	392797170136
	392873173612
	392226025064
	392797415818
	392120310643
	392910383054
	392343191968
	392225895927
	393239068420
	394077170241
	394077076177
	392189364006
	392483168771
	394122793223
	392938410694
	394077063660
	392870466539
	393976696144
	392685613825
	392118423381
	394075229531
	393935656552
	392259649081
	393188183212
	392343191902
	394190443761
	392189367141
	392685608458
	394214998475
	394072161727
	392228633841
	394164518490
	392910639711
	393793263675
	392226013818
	394169053711
	392910642442
	394169436970
	394078291076
	393856126140
	392483166437
	394124465375
	392870399446
	394203522440
	392225895982
	392685611774
	394014048746
	394197747314
	394063710040
	392228633473
	394169360696
	392343209312
	394125396908
	393142151524
	393962857054
	394129116532
	392225851928
	394072620282
	394163998595
	392226037929
	392226015074
	392709706654
	392799040512
	392483165522
	394074136041
	394074018131
	392226015935
	394076623313
	392685644971
	392910639321
	393847340464
	394076778210
	392712595977
	394075261291
	394044601828
	394128739316
	394077067893
	392118371185
	394076782429
	394124089614
	394129083239
	392712595304
	392795943819
	394104785476
	394122781377
	392259668558
	392799114850
	394169018205
	392378841327
	393793277502
	394169023421
	394166714883
	394169325503
	392685608594
	394123386764
	394140976475
	394129066898
	394076388286
	394137936534
	392378849074
	394049763706
	393028799014
	392225851880
	394121364127
	392712597811
	394162330839
	394125945671
	392874195900
	392685621021
	392797420060
	394128653258
	392483167444
	392685638943
	393328812642
	394204192463
	392225895629
	394077068948
	394121500327
	394123662905
	394203514349
	392226024517
	394124289241
	394122630741
	394054499465
	394107486944
	392226024079
	394129095493
	392797157930
	394072164299
	392685624189
	394169033422
	392228643901
	394200368138
	394076785060
	394107486613
	392226036040
	392797158308
	394123701045
	392381770717
	392226023576
	394194194900
	393188185693
	392685622289
	394073107553
	392988489589
	393242383930
	392910309630
	394076628690
	392120295021
	392480676330
	392226026564
	393923450350
	394243115418
	392189366638
	392685619867
	392908517324
	392870408374
	394195284850
	392189365697
	393974530557
	392483169300
	393188177950
	393188184480
	392226029655
	392343208198
	394076619983
	393360842567
	393793259320
	392225848200
	394076779330
	394129106954
	393239073864
	394124188312
	394122880421
	393899757505
	394255681151
	393328813855
	394124089923
	392799040442
	392685610079
	392226013645
	393328811440
	392118399637
	394166729018
	392870412057
	394075422186
	392232318824
	393188176416
	393188184458
	392225854982
	394162476204
	394165482220
	393847321469
	394163994990
	394072379654
	394169154905
	392712628803
	394202709853
	392709706573
	394124369908
	394201057047
	392910307534
	392378851074
	394166810457
	392988456841
	392797182070
	394125394375
	394153258731
	392483168418
	394075249154
	394076058193
	394138000693
	394124369849
	394076778070
	394072164634
	392908516730
	392378845160
	392799116348
	394077175839
	394054451770
	392378843216
	394238168272
	393142377883
	394167974479
	392528739634
	392259669256
	394120537203
	394122058255
	392483163173
	392483168186
	393242385119
	394072620021
	394049782035
	392938409911
	394016407853
	394010525880
	394076782716
	392118425400
	392381776623
	393721667000
	392938432975
	392709706161
	394074781408
	394185538663
	392685610377
	392685622543
	394072369837
	394180714041
	392685611513
	394008997467
	394072156923
	392226030740
	393360842512
	392797170651
	394124091842
	392685626733
	394054462961
	394169437061
	392191577906
	394129066501
	392685612288
	392189364727
	394217609095
	392120304979
	392259661921
	394076626492
	394076620325
	392685608712
	393239006650
	392483163770
	392120315071
	394129106965
	392118400575
	394072032809
	394075238801
	392685637204
	392685641620
	392528742983
	394203941468
	392874193367
	394076384188
	393360794609
	392259664200
	393100979989
	392870412540
	392259674976
	392910307730
	392870467568
	392908544122
	394261641131
	392120292982
	392910309710
	392118400818
	392910309857
	393142086088
	393142086798
	394164241045
	392685612575
	394177926136
	392910310313
	392709707087
	394072071081
	392226028063
	392226027814
	392910397922
	392118331045
	394123386640
	394169093347
	392910309802
	392118423510
	392226039704
	394055322766
	392226012362
	392343206060
	393561247840
	394076778724
	394124091007
	394138001255
	394075667165
	393790105280
	394169151023
	393360843438
	394074788126
	394062560330
	392378849545
	394149052242
	393142086250
	394162487977
	393894648274
	394121648493
	392685639387
	392378844360
	392189368582
	392870409290
	394163726888
	392118388467
	394162492645
	393616926197
	393360794414
	393242383150
	394071983142
	392909838680
	392343208989
	394166802356
	392118387508
	392378846580
	392483162497
	394051919944
	394138000502
	394077126988
	392797157974
	394076626437
	394164518229
	392120291910
	392226026770
	394076787832
	392378846649
	394180807373
	393142085770
	393103666096
	392259671142
	394077066990
	394014048595
	392685622484
	394072614130
	392378850582
	392259663990
	394123367210
	392226036473
	394013974421
	393360807278
	392118372170
	392910382481
	392381776370
	393103664900
	393142378412
	394166752781
	394078303268
	394055347520
	392378852140
	392568501455
	393899765812
	392259666739
	392799040957
	394237225232
	393322811843
	392909838213
	394076386971
	394186633627
	392343195091
	394128558165
	394129095817
	393438317151
	394178604910
	394073589418
	394141564628
	394120330361
	394075241852
	394004610575
	394077065033
	392938432714
	393438316269
	392797145547
	394121289091
	394120291533
	392528742310
	394155492117
	394077063578
	393142831657
	394076781477
	392343197668
	392381773750
	393242385954
	392378848089
	392685612873
	394125392604
	392228638800
	394002313334
	392685637855
	392685629695
	394138000204
	393438317276
	392226029520
	394205001212
	392908543538
	394203944272
	394078290724
	394169421978
	394109186114
	394064530308
	394131574320
